snapshot_date,sku_id,warehouse_id,on_hand_qty,reserved_qty,last_movement_date,unit_cost
2023-04-26,SKU_018,WH_SOUTH,150,0,2023-04-26,29.79
2023-04-26,SKU_019,WH_SOUTH,1455,0,2023-04-26,87.07
2023-04-26,SKU_020,WH_SOUTH,881,0,2023-04-26,72.37
2023-04-26,SKU_001,WH_EAST,187,0,2023-04-26,83.05
2023-04-26,SKU_002,WH_EAST,1010,0,2023-04-26,57.92
2023-04-26,SKU_003,WH_EAST,1056,0,2023-04-26,89.39
2023-04-26,SKU_004,WH_EAST,544,0,2023-04-26,77.3
2023-04-26,SKU_005,WH_EAST,355,0,2023-04-26,32.06
2023-04-26,SKU_006,WH_EAST,994,0,2023-04-26,98.17
2023-04-26,SKU_007,WH_EAST,310,0,2023-04-26,82.09
2023-04-26,SKU_008,WH_EAST,1071,0,2023-04-26,83.95
2023-04-26,SKU_009,WH_EAST,607,0,2023-04-26,34.61
2023-04-26,SKU_010,WH_EAST,341,0,2023-04-26,58.78
2023-04-26,SKU_011,WH_EAST,851,0,2023-04-26,52.81
2023-04-26,SKU_012,WH_EAST,1501,0,2023-04-26,94.51
2023-04-26,SKU_013,WH_EAST,898,0,2023-04-26,73.29
2023-04-26,SKU_014,WH_EAST,969,0,2023-04-26,86.71
2023-04-26,SKU_015,WH_EAST,901,0,2023-04-26,58.26
2023-04-26,SKU_016,WH_EAST,603,0,2023-04-26,42.04
2023-04-26,SKU_017,WH_EAST,965,0,2023-04-26,66.59
2023-04-26,SKU_018,WH_EAST,145,0,2023-04-26,29.79
2023-04-26,SKU_019,WH_EAST,1421,0,2023-04-26,87.07
2023-04-26,SKU_020,WH_EAST,862,0,2023-04-26,72.37
2023-04-26,SKU_001,WH_WEST,179,0,2023-04-26,83.05
2023-04-26,SKU_002,WH_WEST,979,0,2023-04-26,57.92
2023-04-26,SKU_003,WH_WEST,1030,0,2023-04-26,89.39
2023-04-26,SKU_004,WH_WEST,526,0,2023-04-26,77.3
2023-04-26,SKU_005,WH_WEST,333,0,2023-04-26,32.06
2023-04-26,SKU_006,WH_WEST,966,0,2023-04-26,98.17
2023-04-26,SKU_007,WH_WEST,304,0,2023-04-26,82.09
2023-04-26,SKU_008,WH_WEST,1043,0,2023-04-26,83.95
2023-04-26,SKU_009,WH_WEST,597,0,2023-04-26,34.61
2023-04-26,SKU_010,WH_WEST,334,0,2023-04-26,58.78
2023-04-26,SKU_011,WH_WEST,831,0,2023-04-26,52.81
2023-04-26,SKU_012,WH_WEST,1473,0,2023-04-26,94.51
2023-04-26,SKU_013,WH_WEST,871,0,2023-04-26,73.29
2023-04-26,SKU_014,WH_WEST,939,0,2023-04-26,86.71
2023-04-26,SKU_015,WH_WEST,875,0,2023-04-26,58.26
2023-04-26,SKU_016,WH_WEST,580,0,2023-04-26,42.04
2023-04-26,SKU_017,WH_WEST,950,0,2023-04-26,66.59
2023-04-26,SKU_018,WH_WEST,137,0,2023-04-26,29.79
2023-04-26,SKU_019,WH_WEST,1387,0,2023-04-26,87.07
2023-04-26,SKU_020,WH_WEST,843,0,2023-04-26,72.37
2023-04-27,SKU_001,WH_NORTH,170,0,2023-04-27,83.05
2023-04-27,SKU_002,WH_NORTH,947,0,2023-04-27,57.92
2023-04-27,SKU_003,WH_NORTH,997,0,2023-04-27,89.39
2023-04-27,SKU_004,WH_NORTH,500,0,2023-04-27,77.3
2023-04-27,SKU_005,WH_NORTH,309,0,2023-04-27,32.06
2023-04-27,SKU_006,WH_NORTH,929,0,2023-04-27,98.17
2023-04-27,SKU_007,WH_NORTH,294,0,2023-04-27,82.09
2023-04-27,SKU_008,WH_NORTH,1009,0,2023-04-27,83.95
2023-04-27,SKU_009,WH_NORTH,587,0,2023-04-27,34.61
2023-04-27,SKU_010,WH_NORTH,331,0,2023-04-27,58.78
2023-04-27,SKU_011,WH_NORTH,812,0,2023-04-27,52.81
2023-04-27,SKU_012,WH_NORTH,1432,0,2023-04-27,94.51
2023-04-27,SKU_013,WH_NORTH,840,0,2023-04-27,73.29
2023-04-27,SKU_014,WH_NORTH,906,0,2023-04-27,86.71
2023-04-27,SKU_015,WH_NORTH,842,0,2023-04-27,58.26
2023-04-27,SKU_016,WH_NORTH,547,0,2023-04-27,42.04
2023-04-27,SKU_017,WH_NORTH,925,0,2023-04-27,66.59
2023-04-27,SKU_018,WH_NORTH,126,0,2023-04-27,29.79
2023-04-27,SKU_019,WH_NORTH,1356,0,2023-04-27,87.07
2023-04-27,SKU_020,WH_NORTH,822,0,2023-04-27,72.37
2023-04-27,SKU_001,WH_SOUTH,160,0,2023-04-27,83.05
2023-04-27,SKU_002,WH_SOUTH,909,0,2023-04-27,57.92
2023-04-27,SKU_003,WH_SOUTH,956,0,2023-04-27,89.39
2023-04-27,SKU_004,WH_SOUTH,472,0,2023-04-27,77.3
2023-04-27,SKU_005,WH_SOUTH,284,0,2023-04-27,32.06
2023-04-27,SKU_006,WH_SOUTH,890,0,2023-04-27,98.17
2023-04-27,SKU_007,WH_SOUTH,282,0,2023-04-27,82.09
2023-04-27,SKU_008,WH_SOUTH,971,0,2023-04-27,83.95
2023-04-27,SKU_009,WH_SOUTH,574,0,2023-04-27,34.61
2023-04-27,SKU_010,WH_SOUTH,326,0,2023-04-27,58.78
2023-04-27,SKU_011,WH_SOUTH,790,0,2023-04-27,52.81
2023-04-27,SKU_012,WH_SOUTH,1399,0,2023-04-27,94.51
2023-04-27,SKU_013,WH_SOUTH,804,0,2023-04-27,73.29
2023-04-27,SKU_014,WH_SOUTH,876,0,2023-04-27,86.71
2023-04-27,SKU_015,WH_SOUTH,813,0,2023-04-27,58.26
2023-04-27,SKU_016,WH_SOUTH,520,0,2023-04-27,42.04
2023-04-27,SKU_017,WH_SOUTH,905,0,2023-04-27,66.59
2023-04-27,SKU_018,WH_SOUTH,118,0,2023-04-27,29.79
2023-04-27,SKU_019,WH_SOUTH,1311,0,2023-04-27,87.07
2023-04-27,SKU_020,WH_SOUTH,800,0,2023-04-27,72.37
2023-04-27,SKU_001,WH_EAST,150,0,2023-04-27,83.05
2023-04-27,SKU_002,WH_EAST,879,0,2023-04-27,57.92
2023-04-27,SKU_003,WH_EAST,939,0,2023-04-27,89.39
2023-04-27,SKU_004,WH_EAST,442,0,2023-04-27,77.3
2023-04-27,SKU_005,WH_EAST,265,0,2023-04-27,32.06
2023-04-27,SKU_006,WH_EAST,843,0,2023-04-27,98.17
2023-04-27,SKU_007,WH_EAST,269,0,2023-04-27,82.09
2023-04-27,SKU_008,WH_EAST,943,0,2023-04-27,83.95
2023-04-27,SKU_009,WH_EAST,557,0,2023-04-27,34.61
2023-04-27,SKU_010,WH_EAST,317,0,2023-04-27,58.78
2023-04-27,SKU_011,WH_EAST,765,0,2023-04-27,52.81
2023-04-27,SKU_012,WH_EAST,1355,0,2023-04-27,94.51
2023-04-27,SKU_013,WH_EAST,769,0,2023-04-27,73.29
2023-04-27,SKU_014,WH_EAST,842,0,2023-04-27,86.71
2023-04-27,SKU_015,WH_EAST,774,0,2023-04-27,58.26
2023-04-27,SKU_016,WH_EAST,477,0,2023-04-27,42.04
2023-04-27,SKU_017,WH_EAST,885,0,2023-04-27,66.59
2023-04-27,SKU_018,WH_EAST,341,0,2023-04-27,29.79
2023-04-27,SKU_019,WH_EAST,1266,0,2023-04-27,87.07
2023-04-27,SKU_020,WH_EAST,778,0,2023-04-27,72.37
2023-04-27,SKU_001,WH_WEST,145,0,2023-04-27,83.05
2023-04-27,SKU_002,WH_WEST,843,0,2023-04-27,57.92
2023-04-27,SKU_003,WH_WEST,904,0,2023-04-27,89.39
2023-04-27,SKU_004,WH_WEST,423,0,2023-04-27,77.3
2023-04-27,SKU_005,WH_WEST,246,0,2023-04-27,32.06
2023-04-27,SKU_006,WH_WEST,811,0,2023-04-27,98.17
2023-04-27,SKU_007,WH_WEST,258,0,2023-04-27,82.09
2023-04-27,SKU_008,WH_WEST,921,0,2023-04-27,83.95
2023-04-27,SKU_009,WH_WEST,544,0,2023-04-27,34.61
2023-04-27,SKU_010,WH_WEST,311,0,2023-04-27,58.78
2023-04-27,SKU_011,WH_WEST,743,0,2023-04-27,52.81
2023-04-27,SKU_012,WH_WEST,1321,0,2023-04-27,94.51
2023-04-27,SKU_013,WH_WEST,738,0,2023-04-27,73.29
2023-04-27,SKU_014,WH_WEST,808,0,2023-04-27,86.71
2023-04-27,SKU_015,WH_WEST,734,0,2023-04-27,58.26
2023-04-27,SKU_016,WH_WEST,442,0,2023-04-27,42.04
2023-04-27,SKU_017,WH_WEST,858,0,2023-04-27,66.59
2023-04-27,SKU_018,WH_WEST,331,0,2023-04-27,29.79
2023-04-27,SKU_019,WH_WEST,1228,0,2023-04-27,87.07
2023-04-27,SKU_020,WH_WEST,757,0,2023-04-27,72.37
2023-04-28,SKU_001,WH_NORTH,138,0,2023-04-28,83.05
2023-04-28,SKU_002,WH_NORTH,817,0,2023-04-28,57.92
2023-04-28,SKU_003,WH_NORTH,881,0,2023-04-28,89.39
2023-04-28,SKU_004,WH_NORTH,403,0,2023-04-28,77.3
2023-04-28,SKU_005,WH_NORTH,682,0,2023-04-28,32.06
2023-04-28,SKU_006,WH_NORTH,768,0,2023-04-28,98.17
2023-04-28,SKU_007,WH_NORTH,246,0,2023-04-28,82.09
2023-04-28,SKU_008,WH_NORTH,884,0,2023-04-28,83.95
2023-04-28,SKU_009,WH_NORTH,524,0,2023-04-28,34.61
2023-04-28,SKU_010,WH_NORTH,298,0,2023-04-28,58.78
2023-04-28,SKU_011,WH_NORTH,725,0,2023-04-28,52.81
2023-04-28,SKU_012,WH_NORTH,1287,0,2023-04-28,94.51
2023-04-28,SKU_013,WH_NORTH,710,0,2023-04-28,73.29
2023-04-28,SKU_014,WH_NORTH,766,0,2023-04-28,86.71
2023-04-28,SKU_015,WH_NORTH,700,0,2023-04-28,58.26
2023-04-28,SKU_016,WH_NORTH,400,0,2023-04-28,42.04
2023-04-28,SKU_017,WH_NORTH,827,0,2023-04-28,66.59
2023-04-28,SKU_018,WH_NORTH,318,0,2023-04-28,29.79
2023-04-28,SKU_019,WH_NORTH,1191,0,2023-04-28,87.07
2023-04-28,SKU_020,WH_NORTH,731,0,2023-04-28,72.37
2023-04-28,SKU_001,WH_SOUTH,129,0,2023-04-28,83.05
2023-04-28,SKU_002,WH_SOUTH,777,0,2023-04-28,57.92
2023-04-28,SKU_003,WH_SOUTH,844,0,2023-04-28,89.39
2023-04-28,SKU_004,WH_SOUTH,376,0,2023-04-28,77.3
2023-04-28,SKU_005,WH_SOUTH,658,0,2023-04-28,32.06
2023-04-28,SKU_006,WH_SOUTH,724,0,2023-04-28,98.17
2023-04-28,SKU_007,WH_SOUTH,239,0,2023-04-28,82.09
2023-04-28,SKU_008,WH_SOUTH,842,0,2023-04-28,83.95
2023-04-28,SKU_009,WH_SOUTH,513,0,2023-04-28,34.61
2023-04-28,SKU_010,WH_SOUTH,289,0,2023-04-28,58.78
2023-04-28,SKU_011,WH_SOUTH,708,0,2023-04-28,52.81
2023-04-28,SKU_012,WH_SOUTH,1252,0,2023-04-28,94.51
2023-04-28,SKU_013,WH_SOUTH,665,0,2023-04-28,73.29
2023-04-28,SKU_014,WH_SOUTH,735,0,2023-04-28,86.71
2023-04-28,SKU_015,WH_SOUTH,665,0,2023-04-28,58.26
2023-04-28,SKU_016,WH_SOUTH,1134,0,2023-04-28,42.04
2023-04-28,SKU_017,WH_SOUTH,796,0,2023-04-28,66.59
2023-04-28,SKU_018,WH_SOUTH,305,0,2023-04-28,29.79
2023-04-28,SKU_019,WH_SOUTH,1150,0,2023-04-28,87.07
2023-04-28,SKU_020,WH_SOUTH,710,0,2023-04-28,72.37
2023-04-28,SKU_001,WH_EAST,121,0,2023-04-28,83.05
2023-04-28,SKU_002,WH_EAST,744,0,2023-04-28,57.92
2023-04-28,SKU_003,WH_EAST,815,0,2023-04-28,89.39
2023-04-28,SKU_004,WH_EAST,357,0,2023-04-28,77.3
2023-04-28,SKU_005,WH_EAST,637,0,2023-04-28,32.06
2023-04-28,SKU_006,WH_EAST,2058,0,2023-04-28,98.17
2023-04-28,SKU_007,WH_EAST,232,0,2023-04-28,82.09
2023-04-28,SKU_008,WH_EAST,821,0,2023-04-28,83.95
2023-04-28,SKU_009,WH_EAST,501,0,2023-04-28,34.61
2023-04-28,SKU_010,WH_EAST,283,0,2023-04-28,58.78
2023-04-28,SKU_011,WH_EAST,679,0,2023-04-28,52.81
2023-04-28,SKU_012,WH_EAST,1213,0,2023-04-28,94.51
2023-04-28,SKU_013,WH_EAST,639,0,2023-04-28,73.29
2023-04-28,SKU_014,WH_EAST,703,0,2023-04-28,86.71
2023-04-28,SKU_015,WH_EAST,641,0,2023-04-28,58.26
2023-04-28,SKU_016,WH_EAST,1103,0,2023-04-28,42.04
2023-04-28,SKU_017,WH_EAST,781,0,2023-04-28,66.59
2023-04-28,SKU_018,WH_EAST,297,0,2023-04-28,29.79
2023-04-28,SKU_019,WH_EAST,1122,0,2023-04-28,87.07
2023-04-28,SKU_020,WH_EAST,688,0,2023-04-28,72.37
2023-04-28,SKU_001,WH_WEST,117,0,2023-04-28,83.05
2023-04-28,SKU_002,WH_WEST,718,0,2023-04-28,57.92
2023-04-28,SKU_003,WH_WEST,785,0,2023-04-28,89.39
2023-04-28,SKU_004,WH_WEST,341,0,2023-04-28,77.3
2023-04-28,SKU_005,WH_WEST,618,0,2023-04-28,32.06
2023-04-28,SKU_006,WH_WEST,2014,0,2023-04-28,98.17
2023-04-28,SKU_007,WH_WEST,230,0,2023-04-28,82.09
2023-04-28,SKU_008,WH_WEST,795,0,2023-04-28,83.95
2023-04-28,SKU_009,WH_WEST,484,0,2023-04-28,34.61
2023-04-28,SKU_010,WH_WEST,277,0,2023-04-28,58.78
2023-04-28,SKU_011,WH_WEST,655,0,2023-04-28,52.81
2023-04-28,SKU_012,WH_WEST,1176,0,2023-04-28,94.51
2023-04-28,SKU_013,WH_WEST,615,0,2023-04-28,73.29
2023-04-28,SKU_014,WH_WEST,672,0,2023-04-28,86.71
2023-04-28,SKU_015,WH_WEST,617,0,2023-04-28,58.26
2023-04-28,SKU_016,WH_WEST,1086,0,2023-04-28,42.04
2023-04-28,SKU_017,WH_WEST,754,0,2023-04-28,66.59
2023-04-28,SKU_018,WH_WEST,290,0,2023-04-28,29.79
2023-04-28,SKU_019,WH_WEST,1084,0,2023-04-28,87.07
2023-04-28,SKU_020,WH_WEST,671,0,2023-04-28,72.37
2023-04-29,SKU_001,WH_NORTH,109,0,2023-04-29,83.05
2023-04-29,SKU_002,WH_NORTH,667,0,2023-04-29,57.92
2023-04-29,SKU_003,WH_NORTH,755,0,2023-04-29,89.39
2023-04-29,SKU_004,WH_NORTH,316,0,2023-04-29,77.3
2023-04-29,SKU_005,WH_NORTH,595,0,2023-04-29,32.06
2023-04-29,SKU_006,WH_NORTH,1969,0,2023-04-29,98.17
2023-04-29,SKU_007,WH_NORTH,222,0,2023-04-29,82.09
2023-04-29,SKU_008,WH_NORTH,756,0,2023-04-29,83.95
2023-04-29,SKU_009,WH_NORTH,471,0,2023-04-29,34.61
2023-04-29,SKU_010,WH_NORTH,269,0,2023-04-29,58.78
2023-04-29,SKU_011,WH_NORTH,621,0,2023-04-29,52.81
2023-04-29,SKU_012,WH_NORTH,1137,0,2023-04-29,94.51
2023-04-29,SKU_013,WH_NORTH,587,0,2023-04-29,73.29
2023-04-29,SKU_014,WH_NORTH,641,0,2023-04-29,86.71
2023-04-29,SKU_015,WH_NORTH,574,0,2023-04-29,58.26
2023-04-29,SKU_016,WH_NORTH,1042,0,2023-04-29,42.04
2023-04-29,SKU_017,WH_NORTH,730,0,2023-04-29,66.59
2023-04-29,SKU_018,WH_NORTH,282,0,2023-04-29,29.79
2023-04-29,SKU_019,WH_NORTH,1028,0,2023-04-29,87.07
2023-04-29,SKU_020,WH_NORTH,650,0,2023-04-29,72.37
2023-04-29,SKU_001,WH_SOUTH,305,0,2023-04-29,83.05
2023-04-29,SKU_002,WH_SOUTH,621,0,2023-04-29,57.92
2023-04-29,SKU_003,WH_SOUTH,718,0,2023-04-29,89.39
2023-04-29,SKU_004,WH_SOUTH,287,0,2023-04-29,77.3
2023-04-29,SKU_005,WH_SOUTH,568,0,2023-04-29,32.06
2023-04-29,SKU_006,WH_SOUTH,1926,0,2023-04-29,98.17
2023-04-29,SKU_007,WH_SOUTH,209,0,2023-04-29,82.09
2023-04-29,SKU_008,WH_SOUTH,723,0,2023-04-29,83.95
2023-04-29,SKU_009,WH_SOUTH,455,0,2023-04-29,34.61
2023-04-29,SKU_010,WH_SOUTH,251,0,2023-04-29,58.78
2023-04-29,SKU_011,WH_SOUTH,589,0,2023-04-29,52.81
2023-04-29,SKU_012,WH_SOUTH,1091,0,2023-04-29,94.51
2023-04-29,SKU_013,WH_SOUTH,550,0,2023-04-29,73.29
2023-04-29,SKU_014,WH_SOUTH,588,0,2023-04-29,86.71
2023-04-29,SKU_015,WH_SOUTH,520,0,2023-04-29,58.26
2023-04-29,SKU_016,WH_SOUTH,986,0,2023-04-29,42.04
2023-04-29,SKU_017,WH_SOUTH,708,0,2023-04-29,66.59
2023-04-29,SKU_018,WH_SOUTH,269,0,2023-04-29,29.79
2023-04-29,SKU_019,WH_SOUTH,972,0,2023-04-29,87.07
2023-04-29,SKU_020,WH_SOUTH,611,0,2023-04-29,72.37
2023-04-29,SKU_001,WH_EAST,288,0,2023-04-29,83.05
2023-04-29,SKU_002,WH_EAST,1755,0,2023-04-29,57.92
2023-04-29,SKU_003,WH_EAST,678,0,2023-04-29,89.39
2023-04-29,SKU_004,WH_EAST,820,0,2023-04-29,77.3
2023-04-29,SKU_005,WH_EAST,531,0,2023-04-29,32.06
2023-04-29,SKU_006,WH_EAST,1882,0,2023-04-29,98.17
2023-04-29,SKU_007,WH_EAST,195,0,2023-04-29,82.09
2023-04-29,SKU_008,WH_EAST,683,0,2023-04-29,83.95
2023-04-29,SKU_009,WH_EAST,432,0,2023-04-29,34.61
2023-04-29,SKU_010,WH_EAST,242,0,2023-04-29,58.78
2023-04-29,SKU_011,WH_EAST,561,0,2023-04-29,52.81
2023-04-29,SKU_012,WH_EAST,1035,0,2023-04-29,94.51
2023-04-29,SKU_013,WH_EAST,504,0,2023-04-29,73.29
2023-04-29,SKU_014,WH_EAST,538,0,2023-04-29,86.71
2023-04-29,SKU_015,WH_EAST,476,0,2023-04-29,58.26
2023-04-29,SKU_016,WH_EAST,936,0,2023-04-29,42.04
2023-04-29,SKU_017,WH_EAST,668,0,2023-04-29,66.59
2023-04-29,SKU_018,WH_EAST,253,0,2023-04-29,29.79
2023-04-29,SKU_019,WH_EAST,931,0,2023-04-29,87.07
2023-04-29,SKU_020,WH_EAST,578,0,2023-04-29,72.37
2023-04-29,SKU_001,WH_WEST,282,0,2023-04-29,83.05
2023-04-29,SKU_002,WH_WEST,1720,0,2023-04-29,57.92
2023-04-29,SKU_003,WH_WEST,645,0,2023-04-29,89.39
2023-04-29,SKU_004,WH_WEST,798,0,2023-04-29,77.3
2023-04-29,SKU_005,WH_WEST,509,0,2023-04-29,32.06
2023-04-29,SKU_006,WH_WEST,1847,0,2023-04-29,98.17
2023-04-29,SKU_007,WH_WEST,185,0,2023-04-29,82.09
2023-04-29,SKU_008,WH_WEST,648,0,2023-04-29,83.95
2023-04-29,SKU_009,WH_WEST,424,0,2023-04-29,34.61
2023-04-29,SKU_010,WH_WEST,232,0,2023-04-29,58.78
2023-04-29,SKU_011,WH_WEST,537,0,2023-04-29,52.81
2023-04-29,SKU_012,WH_WEST,991,0,2023-04-29,94.51
2023-04-29,SKU_013,WH_WEST,486,0,2023-04-29,73.29
2023-04-29,SKU_014,WH_WEST,502,0,2023-04-29,86.71
2023-04-29,SKU_015,WH_WEST,1347,0,2023-04-29,58.26
2023-04-29,SKU_016,WH_WEST,899,0,2023-04-29,42.04
2023-04-29,SKU_017,WH_WEST,642,0,2023-04-29,66.59
2023-04-29,SKU_018,WH_WEST,244,0,2023-04-29,29.79
2023-04-29,SKU_019,WH_WEST,889,0,2023-04-29,87.07
2023-04-29,SKU_020,WH_WEST,553,0,2023-04-29,72.37
2023-04-30,SKU_001,WH_NORTH,271,0,2023-04-30,83.05
2023-04-30,SKU_002,WH_NORTH,1674,0,2023-04-30,57.92
2023-04-30,SKU_003,WH_NORTH,609,0,2023-04-30,89.39
2023-04-30,SKU_004,WH_NORTH,775,0,2023-04-30,77.3
2023-04-30,SKU_005,WH_NORTH,475,0,2023-04-30,32.06
2023-04-30,SKU_006,WH_NORTH,1789,0,2023-04-30,98.17
2023-04-30,SKU_007,WH_NORTH,174,0,2023-04-30,82.09
2023-04-30,SKU_008,WH_NORTH,604,0,2023-04-30,83.95
2023-04-30,SKU_009,WH_NORTH,412,0,2023-04-30,34.61
2023-04-30,SKU_010,WH_NORTH,221,0,2023-04-30,58.78
2023-04-30,SKU_011,WH_NORTH,501,0,2023-04-30,52.81
2023-04-30,SKU_012,WH_NORTH,928,0,2023-04-30,94.51
2023-04-30,SKU_013,WH_NORTH,442,0,2023-04-30,73.29
2023-04-30,SKU_014,WH_NORTH,1432,0,2023-04-30,86.71
2023-04-30,SKU_015,WH_NORTH,1310,0,2023-04-30,58.26
2023-04-30,SKU_016,WH_NORTH,858,0,2023-04-30,42.04
2023-04-30,SKU_017,WH_NORTH,601,0,2023-04-30,66.59
2023-04-30,SKU_018,WH_NORTH,229,0,2023-04-30,29.79
2023-04-30,SKU_019,WH_NORTH,846,0,2023-04-30,87.07
2023-04-30,SKU_020,WH_NORTH,528,0,2023-04-30,72.37
2023-04-30,SKU_001,WH_SOUTH,253,0,2023-04-30,83.05
2023-04-30,SKU_002,WH_SOUTH,1624,0,2023-04-30,57.92
2023-04-30,SKU_003,WH_SOUTH,577,0,2023-04-30,89.39
2023-04-30,SKU_004,WH_SOUTH,751,0,2023-04-30,77.3
2023-04-30,SKU_005,WH_SOUTH,440,0,2023-04-30,32.06
2023-04-30,SKU_006,WH_SOUTH,1746,0,2023-04-30,98.17
2023-04-30,SKU_007,WH_SOUTH,161,0,2023-04-30,82.09
2023-04-30,SKU_008,WH_SOUTH,1742,0,2023-04-30,83.95
2023-04-30,SKU_009,WH_SOUTH,399,0,2023-04-30,34.61
2023-04-30,SKU_010,WH_SOUTH,214,0,2023-04-30,58.78
2023-04-30,SKU_011,WH_SOUTH,471,0,2023-04-30,52.81
2023-04-30,SKU_012,WH_SOUTH,863,0,2023-04-30,94.51
2023-04-30,SKU_013,WH_SOUTH,1259,0,2023-04-30,73.29
2023-04-30,SKU_014,WH_SOUTH,1375,0,2023-04-30,86.71
2023-04-30,SKU_015,WH_SOUTH,1265,0,2023-04-30,58.26
2023-04-30,SKU_016,WH_SOUTH,815,0,2023-04-30,42.04
2023-04-30,SKU_017,WH_SOUTH,574,0,2023-04-30,66.59
2023-04-30,SKU_018,WH_SOUTH,217,0,2023-04-30,29.79
2023-04-30,SKU_019,WH_SOUTH,800,0,2023-04-30,87.07
2023-04-30,SKU_020,WH_SOUTH,498,0,2023-04-30,72.37
2023-04-30,SKU_001,WH_EAST,246,0,2023-04-30,83.05
2023-04-30,SKU_002,WH_EAST,1569,0,2023-04-30,57.92
2023-04-30,SKU_003,WH_EAST,537,0,2023-04-30,89.39
2023-04-30,SKU_004,WH_EAST,719,0,2023-04-30,77.3
2023-04-30,SKU_005,WH_EAST,417,0,2023-04-30,32.06
2023-04-30,SKU_006,WH_EAST,1698,0,2023-04-30,98.17
2023-04-30,SKU_007,WH_EAST,149,0,2023-04-30,82.09
2023-04-30,SKU_008,WH_EAST,1703,0,2023-04-30,83.95
2023-04-30,SKU_009,WH_EAST,382,0,2023-04-30,34.61
2023-04-30,SKU_010,WH_EAST,198,0,2023-04-30,58.78
2023-04-30,SKU_011,WH_EAST,439,0,2023-04-30,52.81
2023-04-30,SKU_012,WH_EAST,802,0,2023-04-30,94.51
2023-04-30,SKU_013,WH_EAST,1224,0,2023-04-30,73.29
2023-04-30,SKU_014,WH_EAST,1338,0,2023-04-30,86.71
2023-04-30,SKU_015,WH_EAST,1221,0,2023-04-30,58.26
2023-04-30,SKU_016,WH_EAST,776,0,2023-04-30,42.04
2023-04-30,SKU_017,WH_EAST,541,0,2023-04-30,66.59
2023-04-30,SKU_018,WH_EAST,207,0,2023-04-30,29.79
2023-04-30,SKU_019,WH_EAST,752,0,2023-04-30,87.07
2023-04-30,SKU_020,WH_EAST,478,0,2023-04-30,72.37
2023-04-30,SKU_001,WH_WEST,235,0,2023-04-30,83.05
2023-04-30,SKU_002,WH_WEST,1514,0,2023-04-30,57.92
2023-04-30,SKU_003,WH_WEST,507,0,2023-04-30,89.39
2023-04-30,SKU_004,WH_WEST,694,0,2023-04-30,77.3
2023-04-30,SKU_005,WH_WEST,393,0,2023-04-30,32.06
2023-04-30,SKU_006,WH_WEST,1661,0,2023-04-30,98.17
2023-04-30,SKU_007,WH_WEST,136,0,2023-04-30,82.09
2023-04-30,SKU_008,WH_WEST,1667,0,2023-04-30,83.95
2023-04-30,SKU_009,WH_WEST,367,0,2023-04-30,34.61
2023-04-30,SKU_010,WH_WEST,181,0,2023-04-30,58.78
2023-04-30,SKU_011,WH_WEST,1265,0,2023-04-30,52.81
2023-04-30,SKU_012,WH_WEST,751,0,2023-04-30,94.51
2023-04-30,SKU_013,WH_WEST,1177,0,2023-04-30,73.29
2023-04-30,SKU_014,WH_WEST,1286,0,2023-04-30,86.71
2023-04-30,SKU_015,WH_WEST,1190,0,2023-04-30,58.26
2023-04-30,SKU_016,WH_WEST,726,0,2023-04-30,42.04
2023-04-30,SKU_017,WH_WEST,512,0,2023-04-30,66.59
2023-04-30,SKU_018,WH_WEST,193,0,2023-04-30,29.79
2023-04-30,SKU_019,WH_WEST,704,0,2023-04-30,87.07
2023-04-30,SKU_020,WH_WEST,447,0,2023-04-30,72.37
2023-05-01,SKU_001,WH_NORTH,219,0,2023-05-01,83.05
2023-05-01,SKU_002,WH_NORTH,1487,0,2023-05-01,57.92
2023-05-01,SKU_003,WH_NORTH,1455,0,2023-05-01,89.39
2023-05-01,SKU_004,WH_NORTH,680,0,2023-05-01,77.3
2023-05-01,SKU_005,WH_NORTH,373,0,2023-05-01,32.06
2023-05-01,SKU_006,WH_NORTH,1623,0,2023-05-01,98.17
2023-05-01,SKU_007,WH_NORTH,364,0,2023-05-01,82.09
2023-05-01,SKU_008,WH_NORTH,1633,0,2023-05-01,83.95
2023-05-01,SKU_009,WH_NORTH,355,0,2023-05-01,34.61
2023-05-01,SKU_010,WH_NORTH,172,0,2023-05-01,58.78
2023-05-01,SKU_011,WH_NORTH,1247,0,2023-05-01,52.81
2023-05-01,SKU_012,WH_NORTH,710,0,2023-05-01,94.51
2023-05-01,SKU_013,WH_NORTH,1144,0,2023-05-01,73.29
2023-05-01,SKU_014,WH_NORTH,1249,0,2023-05-01,86.71
2023-05-01,SKU_015,WH_NORTH,1154,0,2023-05-01,58.26
2023-05-01,SKU_016,WH_NORTH,691,0,2023-05-01,42.04
2023-05-01,SKU_017,WH_NORTH,487,0,2023-05-01,66.59
2023-05-01,SKU_018,WH_NORTH,178,0,2023-05-01,29.79
2023-05-01,SKU_019,WH_NORTH,666,0,2023-05-01,87.07
2023-05-01,SKU_020,WH_NORTH,419,0,2023-05-01,72.37
2023-05-01,SKU_001,WH_SOUTH,209,0,2023-05-01,83.05
2023-05-01,SKU_002,WH_SOUTH,1453,0,2023-05-01,57.92
2023-05-01,SKU_003,WH_SOUTH,1431,0,2023-05-01,89.39
2023-05-01,SKU_004,WH_SOUTH,661,0,2023-05-01,77.3
2023-05-01,SKU_005,WH_SOUTH,359,0,2023-05-01,32.06
