shipment_id,order_id,dispatch_date,expected_delivery_date,actual_delivery_date,delivered_qty,freight_cost,region
SHP_ORD_0002619,ORD_0002619,2023-02-04,2023-02-09,2023-02-09,29,108.0,East
SHP_ORD_0002620,ORD_0002620,2023-02-03,2023-02-08,2023-02-08,17,84.0,East
SHP_ORD_0002621,ORD_0002621,2023-02-04,2023-02-06,2023-02-06,1,52.0,West
SHP_ORD_0002622,ORD_0002622,2023-02-04,2023-02-09,2023-02-09,36,122.0,West
SHP_ORD_0002623,ORD_0002623,2023-02-03,2023-02-05,2023-02-05,34,118.0,West
SHP_ORD_0002624,ORD_0002624,2023-02-04,2023-02-09,2023-02-10,26,153.0,West
SHP_ORD_0002625,ORD_0002625,2023-02-03,2023-02-08,2023-02-08,25,100.0,West
SHP_ORD_0002626,ORD_0002626,2023-02-04,2023-02-09,2023-02-09,36,122.0,West
SHP_ORD_0002627,ORD_0002627,2023-02-04,2023-02-07,2023-02-07,8,66.0,West
SHP_ORD_0002628,ORD_0002628,2023-02-04,2023-02-06,2023-02-06,34,118.0,West
SHP_ORD_0002629,ORD_0002629,2023-02-03,2023-02-05,2023-02-05,8,66.0,West
SHP_ORD_0002630,ORD_0002630,2023-02-04,2023-02-09,2023-02-09,10,70.0,West
SHP_ORD_0002631,ORD_0002631,2023-02-03,2023-02-08,2023-02-08,26,102.0,West
SHP_ORD_0002632,ORD_0002632,2023-02-04,2023-02-06,2023-02-06,33,116.0,West
SHP_ORD_0002633,ORD_0002633,2023-02-04,2023-02-06,2023-02-06,39,128.0,West
SHP_ORD_0002634,ORD_0002634,2023-02-04,2023-02-09,2023-02-09,25,100.0,West
SHP_ORD_0002635,ORD_0002635,2023-02-04,2023-02-07,2023-02-10,41,198.0,West
SHP_ORD_0002636,ORD_0002636,2023-02-04,2023-02-09,2023-02-09,36,122.0,West
SHP_ORD_0002637,ORD_0002637,2023-02-03,2023-02-08,2023-02-11,21,138.0,West
SHP_ORD_0002638,ORD_0002638,2023-02-03,2023-02-06,2023-02-09,6,93.0,West
SHP_ORD_0002639,ORD_0002639,2023-02-03,2023-02-05,2023-02-05,34,118.0,West
SHP_ORD_0002640,ORD_0002640,2023-02-03,2023-02-05,2023-02-08,22,141.0,West
SHP_ORD_0002641,ORD_0002641,2023-02-04,2023-02-07,2023-02-07,3,56.0,North
SHP_ORD_0002642,ORD_0002642,2023-02-05,2023-02-10,2023-02-10,23,96.0,North
SHP_ORD_0002643,ORD_0002643,2023-02-04,2023-02-09,2023-02-09,18,86.0,North
SHP_ORD_0002644,ORD_0002644,2023-02-04,2023-02-08,2023-02-08,24,98.0,North
SHP_ORD_0002645,ORD_0002645,2023-02-04,2023-02-09,2023-02-09,18,86.0,North
SHP_ORD_0002646,ORD_0002646,2023-02-05,2023-02-10,2023-02-10,32,114.0,North
SHP_ORD_0002647,ORD_0002647,2023-02-04,2023-02-07,2023-02-08,4,87.0,North
SHP_ORD_0002648,ORD_0002648,2023-02-05,2023-02-09,2023-02-09,32,114.0,North
SHP_ORD_0002649,ORD_0002649,2023-02-05,2023-02-07,2023-02-07,6,62.0,North
SHP_ORD_0002650,ORD_0002650,2023-02-05,2023-02-10,2023-02-10,2,54.0,North
SHP_ORD_0002651,ORD_0002651,2023-02-04,2023-02-09,2023-02-09,19,88.0,North
SHP_ORD_0002652,ORD_0002652,2023-02-04,2023-02-08,2023-02-08,35,120.0,North
SHP_ORD_0002653,ORD_0002653,2023-02-05,2023-02-10,2023-02-10,15,80.0,North
SHP_ORD_0002654,ORD_0002654,2023-02-05,2023-02-08,2023-02-08,26,102.0,North
SHP_ORD_0002655,ORD_0002655,2023-02-04,2023-02-08,2023-02-08,27,104.0,North
SHP_ORD_0002656,ORD_0002656,2023-02-04,2023-02-06,2023-02-06,26,102.0,North
SHP_ORD_0002657,ORD_0002657,2023-02-04,2023-02-08,2023-02-08,15,80.0,North
SHP_ORD_0002658,ORD_0002658,2023-02-05,2023-02-10,2023-02-10,10,70.0,North
SHP_ORD_0002659,ORD_0002659,2023-02-05,2023-02-08,2023-02-08,26,102.0,North
SHP_ORD_0002660,ORD_0002660,2023-02-05,2023-02-09,2023-02-09,21,92.0,North
SHP_ORD_0002661,ORD_0002661,2023-02-05,2023-02-09,2023-02-09,6,62.0,South
SHP_ORD_0002662,ORD_0002662,2023-02-04,2023-02-08,2023-02-08,23,96.0,South
SHP_ORD_0002663,ORD_0002663,2023-02-05,2023-02-10,2023-02-12,26,153.0,South
SHP_ORD_0002664,ORD_0002664,2023-02-05,2023-02-10,2023-02-10,14,78.0,South
SHP_ORD_0002665,ORD_0002665,2023-02-04,2023-02-08,2023-02-08,20,90.0,South
SHP_ORD_0002666,ORD_0002666,2023-02-05,2023-02-09,2023-02-12,46,213.0,South
SHP_ORD_0002667,ORD_0002667,2023-02-04,2023-02-07,2023-02-07,12,74.0,South
SHP_ORD_0002668,ORD_0002668,2023-02-05,2023-02-09,2023-02-09,34,118.0,South
SHP_ORD_0002669,ORD_0002669,2023-02-04,2023-02-08,2023-02-10,14,117.0,South
SHP_ORD_0002670,ORD_0002670,2023-02-04,2023-02-07,2023-02-07,10,70.0,South
SHP_ORD_0002671,ORD_0002671,2023-02-05,2023-02-08,2023-02-08,21,92.0,South
SHP_ORD_0002672,ORD_0002672,2023-02-05,2023-02-08,2023-02-11,46,213.0,South
SHP_ORD_0002673,ORD_0002673,2023-02-04,2023-02-08,2023-02-08,28,106.0,South
SHP_ORD_0002674,ORD_0002674,2023-02-04,2023-02-06,2023-02-06,28,106.0,South
SHP_ORD_0002675,ORD_0002675,2023-02-05,2023-02-09,2023-02-09,24,98.0,South
SHP_ORD_0002676,ORD_0002676,2023-02-04,2023-02-06,2023-02-06,32,114.0,South
SHP_ORD_0002677,ORD_0002677,2023-02-05,2023-02-08,2023-02-10,21,138.0,South
SHP_ORD_0002678,ORD_0002678,2023-02-05,2023-02-07,2023-02-07,9,68.0,South
SHP_ORD_0002679,ORD_0002679,2023-02-05,2023-02-10,2023-02-10,32,114.0,South
SHP_ORD_0002680,ORD_0002680,2023-02-04,2023-02-09,2023-02-09,20,90.0,South
SHP_ORD_0002681,ORD_0002681,2023-02-05,2023-02-10,2023-02-13,8,99.0,East
SHP_ORD_0002682,ORD_0002682,2023-02-04,2023-02-06,2023-02-06,29,108.0,East
SHP_ORD_0002683,ORD_0002683,2023-02-05,2023-02-09,2023-02-09,36,122.0,East
SHP_ORD_0002684,ORD_0002684,2023-02-04,2023-02-08,2023-02-08,19,88.0,East
SHP_ORD_0002685,ORD_0002685,2023-02-04,2023-02-08,2023-02-09,15,120.0,East
SHP_ORD_0002686,ORD_0002686,2023-02-05,2023-02-10,2023-02-10,37,124.0,East
SHP_ORD_0002687,ORD_0002687,2023-02-05,2023-02-08,2023-02-08,11,72.0,East
SHP_ORD_0002688,ORD_0002688,2023-02-05,2023-02-07,2023-02-07,29,108.0,East
SHP_ORD_0002689,ORD_0002689,2023-02-04,2023-02-08,2023-02-08,15,80.0,East
SHP_ORD_0002690,ORD_0002690,2023-02-05,2023-02-09,2023-02-09,12,74.0,East
SHP_ORD_0002691,ORD_0002691,2023-02-04,2023-02-06,2023-02-06,22,94.0,East
SHP_ORD_0002692,ORD_0002692,2023-02-04,2023-02-08,2023-02-08,49,148.0,East
SHP_ORD_0002693,ORD_0002693,2023-02-05,2023-02-07,2023-02-07,28,106.0,East
SHP_ORD_0002694,ORD_0002694,2023-02-05,2023-02-07,2023-02-07,29,108.0,East
SHP_ORD_0002695,ORD_0002695,2023-02-04,2023-02-07,2023-02-07,27,104.0,East
SHP_ORD_0002696,ORD_0002696,2023-02-05,2023-02-08,2023-02-10,33,174.0,East
SHP_ORD_0002697,ORD_0002697,2023-02-04,2023-02-06,2023-02-06,23,96.0,East
SHP_ORD_0002698,ORD_0002698,2023-02-05,2023-02-07,2023-02-07,10,70.0,East
SHP_ORD_0002699,ORD_0002699,2023-02-05,2023-02-09,2023-02-09,51,152.0,East
SHP_ORD_0002700,ORD_0002700,2023-02-05,2023-02-10,2023-02-13,28,159.0,East
SHP_ORD_0002701,ORD_0002701,2023-02-05,2023-02-07,2023-02-07,13,76.0,West
SHP_ORD_0002702,ORD_0002702,2023-02-05,2023-02-10,2023-02-10,25,100.0,West
SHP_ORD_0002703,ORD_0002703,2023-02-04,2023-02-08,2023-02-08,18,86.0,West
SHP_ORD_0002704,ORD_0002704,2023-02-04,2023-02-09,2023-02-09,23,96.0,West
SHP_ORD_0002705,ORD_0002705,2023-02-05,2023-02-08,2023-02-08,16,82.0,West
SHP_ORD_0002706,ORD_0002706,2023-02-05,2023-02-07,2023-02-07,25,100.0,West
SHP_ORD_0002707,ORD_0002707,2023-02-05,2023-02-10,2023-02-10,7,64.0,West
SHP_ORD_0002708,ORD_0002708,2023-02-04,2023-02-08,2023-02-08,33,116.0,West
SHP_ORD_0002709,ORD_0002709,2023-02-04,2023-02-08,2023-02-08,13,76.0,West
SHP_ORD_0002710,ORD_0002710,2023-02-04,2023-02-08,2023-02-08,8,66.0,West
SHP_ORD_0002711,ORD_0002711,2023-02-05,2023-02-10,2023-02-10,21,92.0,West
SHP_ORD_0002712,ORD_0002712,2023-02-05,2023-02-07,2023-02-07,31,112.0,West
SHP_ORD_0002713,ORD_0002713,2023-02-04,2023-02-08,2023-02-08,31,112.0,West
SHP_ORD_0002714,ORD_0002714,2023-02-04,2023-02-09,2023-02-09,25,100.0,West
SHP_ORD_0002715,ORD_0002715,2023-02-04,2023-02-07,2023-02-07,32,114.0,West
SHP_ORD_0002716,ORD_0002716,2023-02-04,2023-02-08,2023-02-08,28,106.0,West
SHP_ORD_0002717,ORD_0002717,2023-02-05,2023-02-07,2023-02-07,22,94.0,West
SHP_ORD_0002718,ORD_0002718,2023-02-04,2023-02-08,2023-02-08,5,60.0,West
SHP_ORD_0002719,ORD_0002719,2023-02-04,2023-02-08,2023-02-08,28,106.0,West
SHP_ORD_0002720,ORD_0002720,2023-02-04,2023-02-06,2023-02-06,17,84.0,West
SHP_ORD_0002721,ORD_0002721,2023-02-06,2023-02-10,2023-02-10,4,58.0,North
SHP_ORD_0002722,ORD_0002722,2023-02-05,2023-02-10,2023-02-10,39,128.0,North
SHP_ORD_0002723,ORD_0002723,2023-02-06,2023-02-10,2023-02-10,32,114.0,North
SHP_ORD_0002724,ORD_0002724,2023-02-06,2023-02-09,2023-02-12,30,165.0,North
SHP_ORD_0002725,ORD_0002725,2023-02-05,2023-02-07,2023-02-07,22,94.0,North
SHP_ORD_0002726,ORD_0002726,2023-02-06,2023-02-09,2023-02-09,42,134.0,North
SHP_ORD_0002727,ORD_0002727,2023-02-06,2023-02-09,2023-02-09,4,58.0,North
SHP_ORD_0002728,ORD_0002728,2023-02-06,2023-02-09,2023-02-11,34,177.0,North
SHP_ORD_0002729,ORD_0002729,2023-02-05,2023-02-10,2023-02-12,17,126.0,North
SHP_ORD_0002730,ORD_0002730,2023-02-05,2023-02-08,2023-02-09,8,99.0,North
SHP_ORD_0002731,ORD_0002731,2023-02-05,2023-02-07,2023-02-07,29,108.0,North
SHP_ORD_0002732,ORD_0002732,2023-02-05,2023-02-07,2023-02-07,54,158.0,North
SHP_ORD_0002733,ORD_0002733,2023-02-05,2023-02-07,2023-02-07,29,108.0,North
SHP_ORD_0002734,ORD_0002734,2023-02-05,2023-02-09,2023-02-09,32,114.0,North
SHP_ORD_0002735,ORD_0002735,2023-02-06,2023-02-09,2023-02-09,35,120.0,North
SHP_ORD_0002736,ORD_0002736,2023-02-05,2023-02-08,2023-02-08,44,138.0,North
SHP_ORD_0002737,ORD_0002737,2023-02-06,2023-02-10,2023-02-10,16,82.0,North
SHP_ORD_0002738,ORD_0002738,2023-02-05,2023-02-08,2023-02-08,9,68.0,North
SHP_ORD_0002739,ORD_0002739,2023-02-05,2023-02-07,2023-02-07,42,134.0,North
SHP_ORD_0002740,ORD_0002740,2023-02-06,2023-02-08,2023-02-08,26,102.0,North
SHP_ORD_0002741,ORD_0002741,2023-02-06,2023-02-10,2023-02-10,13,76.0,South
SHP_ORD_0002742,ORD_0002742,2023-02-05,2023-02-09,2023-02-11,25,150.0,South
SHP_ORD_0002743,ORD_0002743,2023-02-06,2023-02-11,2023-02-11,32,114.0,South
SHP_ORD_0002744,ORD_0002744,2023-02-06,2023-02-08,2023-02-08,21,92.0,South
SHP_ORD_0002745,ORD_0002745,2023-02-06,2023-02-11,2023-02-11,20,90.0,South
SHP_ORD_0002746,ORD_0002746,2023-02-06,2023-02-10,2023-02-10,28,106.0,South
SHP_ORD_0002747,ORD_0002747,2023-02-06,2023-02-10,2023-02-10,8,66.0,South
SHP_ORD_0002748,ORD_0002748,2023-02-05,2023-02-10,2023-02-10,29,108.0,South
SHP_ORD_0002749,ORD_0002749,2023-02-06,2023-02-09,2023-02-11,13,114.0,South
SHP_ORD_0002750,ORD_0002750,2023-02-06,2023-02-10,2023-02-10,6,62.0,South
SHP_ORD_0002751,ORD_0002751,2023-02-05,2023-02-09,2023-02-09,26,102.0,South
SHP_ORD_0002752,ORD_0002752,2023-02-06,2023-02-09,2023-02-09,40,130.0,South
SHP_ORD_0002753,ORD_0002753,2023-02-06,2023-02-09,2023-02-09,41,132.0,South
SHP_ORD_0002754,ORD_0002754,2023-02-06,2023-02-11,2023-02-11,25,100.0,South
SHP_ORD_0002755,ORD_0002755,2023-02-05,2023-02-09,2023-02-10,25,150.0,South
SHP_ORD_0002756,ORD_0002756,2023-02-05,2023-02-10,2023-02-10,34,118.0,South
SHP_ORD_0002757,ORD_0002757,2023-02-06,2023-02-11,2023-02-11,24,98.0,South
SHP_ORD_0002758,ORD_0002758,2023-02-06,2023-02-11,2023-02-11,7,64.0,South
SHP_ORD_0002759,ORD_0002759,2023-02-06,2023-02-11,2023-02-11,32,114.0,South
SHP_ORD_0002760,ORD_0002760,2023-02-05,2023-02-10,2023-02-10,25,100.0,South
SHP_ORD_0002761,ORD_0002761,2023-02-06,2023-02-08,2023-02-08,13,76.0,East
SHP_ORD_0002762,ORD_0002762,2023-02-05,2023-02-07,2023-02-07,28,106.0,East
SHP_ORD_0002763,ORD_0002763,2023-02-05,2023-02-08,2023-02-08,32,114.0,East
SHP_ORD_0002764,ORD_0002764,2023-02-05,2023-02-07,2023-02-07,23,96.0,East
SHP_ORD_0002765,ORD_0002765,2023-02-05,2023-02-10,2023-02-10,26,102.0,East
SHP_ORD_0002766,ORD_0002766,2023-02-05,2023-02-08,2023-02-08,62,174.0,East
SHP_ORD_0002767,ORD_0002767,2023-02-06,2023-02-09,2023-02-09,9,68.0,East
SHP_ORD_0002768,ORD_0002768,2023-02-06,2023-02-08,2023-02-08,44,138.0,East
SHP_ORD_0002769,ORD_0002769,2023-02-06,2023-02-11,2023-02-11,18,86.0,East
SHP_ORD_0002770,ORD_0002770,2023-02-05,2023-02-08,2023-02-08,10,70.0,East
SHP_ORD_0002771,ORD_0002771,2023-02-06,2023-02-08,2023-02-08,24,98.0,East
SHP_ORD_0002772,ORD_0002772,2023-02-05,2023-02-09,2023-02-09,47,144.0,East
SHP_ORD_0002773,ORD_0002773,2023-02-05,2023-02-09,2023-02-09,46,142.0,East
SHP_ORD_0002774,ORD_0002774,2023-02-06,2023-02-08,2023-02-10,38,189.0,East
SHP_ORD_0002775,ORD_0002775,2023-02-05,2023-02-09,2023-02-09,30,110.0,East
SHP_ORD_0002776,ORD_0002776,2023-02-06,2023-02-08,2023-02-08,47,144.0,East
SHP_ORD_0002777,ORD_0002777,2023-02-06,2023-02-11,2023-02-11,21,92.0,East
SHP_ORD_0002778,ORD_0002778,2023-02-05,2023-02-10,2023-02-10,12,74.0,East
SHP_ORD_0002779,ORD_0002779,2023-02-05,2023-02-10,2023-02-10,42,134.0,East
SHP_ORD_0002780,ORD_0002780,2023-02-06,2023-02-11,2023-02-11,28,106.0,East
SHP_ORD_0002781,ORD_0002781,2023-02-05,2023-02-09,2023-02-09,12,74.0,West
SHP_ORD_0002782,ORD_0002782,2023-02-05,2023-02-07,2023-02-08,43,204.0,West
SHP_ORD_0002783,ORD_0002783,2023-02-05,2023-02-10,2023-02-10,34,118.0,West
SHP_ORD_0002784,ORD_0002784,2023-02-06,2023-02-10,2023-02-10,18,86.0,West
SHP_ORD_0002785,ORD_0002785,2023-02-06,2023-02-08,2023-02-08,20,90.0,West
SHP_ORD_0002786,ORD_0002786,2023-02-05,2023-02-07,2023-02-08,24,147.0,West
SHP_ORD_0002787,ORD_0002787,2023-02-06,2023-02-10,2023-02-10,10,70.0,West
SHP_ORD_0002788,ORD_0002788,2023-02-06,2023-02-08,2023-02-08,36,122.0,West
SHP_ORD_0002789,ORD_0002789,2023-02-05,2023-02-07,2023-02-10,19,132.0,West
SHP_ORD_0002790,ORD_0002790,2023-02-05,2023-02-09,2023-02-09,12,74.0,West
SHP_ORD_0002791,ORD_0002791,2023-02-05,2023-02-10,2023-02-10,33,116.0,West
SHP_ORD_0002792,ORD_0002792,2023-02-05,2023-02-07,2023-02-07,41,132.0,West
SHP_ORD_0002793,ORD_0002793,2023-02-05,2023-02-09,2023-02-09,32,114.0,West
SHP_ORD_0002794,ORD_0002794,2023-02-06,2023-02-10,2023-02-10,42,134.0,West
SHP_ORD_0002795,ORD_0002795,2023-02-06,2023-02-11,2023-02-11,44,138.0,West
SHP_ORD_0002796,ORD_0002796,2023-02-06,2023-02-09,2023-02-09,41,132.0,West
SHP_ORD_0002797,ORD_0002797,2023-02-05,2023-02-10,2023-02-10,30,110.0,West
SHP_ORD_0002798,ORD_0002798,2023-02-05,2023-02-08,2023-02-08,11,72.0,West
SHP_ORD_0002799,ORD_0002799,2023-02-06,2023-02-08,2023-02-08,36,122.0,West
SHP_ORD_0002800,ORD_0002800,2023-02-05,2023-02-08,2023-02-08,12,74.0,West
SHP_ORD_0002801,ORD_0002801,2023-02-07,2023-02-10,2023-02-10,11,72.0,North
SHP_ORD_0002802,ORD_0002802,2023-02-06,2023-02-09,2023-02-09,51,152.0,North
SHP_ORD_0002803,ORD_0002803,2023-02-07,2023-02-12,2023-02-13,36,183.0,North
SHP_ORD_0002804,ORD_0002804,2023-02-06,2023-02-08,2023-02-08,24,98.0,North
SHP_ORD_0002805,ORD_0002805,2023-02-07,2023-02-12,2023-02-12,24,98.0,North
SHP_ORD_0002806,ORD_0002806,2023-02-06,2023-02-10,2023-02-11,52,231.0,North
SHP_ORD_0002807,ORD_0002807,2023-02-06,2023-02-08,2023-02-08,11,72.0,North
SHP_ORD_0002808,ORD_0002808,2023-02-06,2023-02-10,2023-02-10,46,142.0,North
SHP_ORD_0002809,ORD_0002809,2023-02-06,2023-02-09,2023-02-09,11,72.0,North
SHP_ORD_0002810,ORD_0002810,2023-02-07,2023-02-09,2023-02-09,8,66.0,North
SHP_ORD_0002811,ORD_0002811,2023-02-07,2023-02-09,2023-02-09,24,98.0,North
SHP_ORD_0002812,ORD_0002812,2023-02-06,2023-02-09,2023-02-09,51,152.0,North
SHP_ORD_0002813,ORD_0002813,2023-02-07,2023-02-09,2023-02-11,40,195.0,North
SHP_ORD_0002814,ORD_0002814,2023-02-07,2023-02-11,2023-02-11,52,154.0,North
SHP_ORD_0002815,ORD_0002815,2023-02-07,2023-02-11,2023-02-11,43,136.0,North
SHP_ORD_0002816,ORD_0002816,2023-02-06,2023-02-11,2023-02-11,50,150.0,North
SHP_ORD_0002817,ORD_0002817,2023-02-07,2023-02-10,2023-02-10,26,102.0,North
SHP_ORD_0002818,ORD_0002818,2023-02-07,2023-02-12,2023-02-12,11,72.0,North
SHP_ORD_0002819,ORD_0002819,2023-02-06,2023-02-08,2023-02-08,52,154.0,North
SHP_ORD_0002820,ORD_0002820,2023-02-06,2023-02-10,2023-02-11,24,147.0,North
SHP_ORD_0002821,ORD_0002821,2023-02-06,2023-02-10,2023-02-10,13,76.0,South
SHP_ORD_0002822,ORD_0002822,2023-02-07,2023-02-10,2023-02-10,49,148.0,South
SHP_ORD_0002823,ORD_0002823,2023-02-06,2023-02-11,2023-02-11,26,102.0,South
SHP_ORD_0002824,ORD_0002824,2023-02-07,2023-02-11,2023-02-11,18,86.0,South
SHP_ORD_0002825,ORD_0002825,2023-02-07,2023-02-10,2023-02-10,16,82.0,South
SHP_ORD_0002826,ORD_0002826,2023-02-07,2023-02-12,2023-02-12,43,136.0,South
SHP_ORD_0002827,ORD_0002827,2023-02-07,2023-02-10,2023-02-10,10,70.0,South
SHP_ORD_0002828,ORD_0002828,2023-02-07,2023-02-10,2023-02-10,24,98.0,South
SHP_ORD_0002829,ORD_0002829,2023-02-07,2023-02-11,2023-02-11,17,84.0,South
SHP_ORD_0002830,ORD_0002830,2023-02-07,2023-02-10,2023-02-10,10,70.0,South
SHP_ORD_0002831,ORD_0002831,2023-02-06,2023-02-08,2023-02-08,31,112.0,South
SHP_ORD_0002832,ORD_0002832,2023-02-06,2023-02-11,2023-02-11,43,136.0,South
SHP_ORD_0002833,ORD_0002833,2023-02-07,2023-02-09,2023-02-09,33,116.0,South
SHP_ORD_0002834,ORD_0002834,2023-02-06,2023-02-10,2023-02-10,34,118.0,South
SHP_ORD_0002835,ORD_0002835,2023-02-07,2023-02-11,2023-02-11,27,104.0,South
SHP_ORD_0002836,ORD_0002836,2023-02-06,2023-02-11,2023-02-11,44,138.0,South
SHP_ORD_0002837,ORD_0002837,2023-02-07,2023-02-09,2023-02-09,23,96.0,South
SHP_ORD_0002838,ORD_0002838,2023-02-07,2023-02-09,2023-02-09,13,76.0,South
SHP_ORD_0002839,ORD_0002839,2023-02-06,2023-02-11,2023-02-11,47,144.0,South
SHP_ORD_0002840,ORD_0002840,2023-02-07,2023-02-10,2023-02-10,24,98.0,South
SHP_ORD_0002841,ORD_0002841,2023-02-06,2023-02-10,2023-02-10,12,74.0,East
SHP_ORD_0002842,ORD_0002842,2023-02-06,2023-02-10,2023-02-10,20,90.0,East
SHP_ORD_0002843,ORD_0002843,2023-02-06,2023-02-08,2023-02-08,32,114.0,East
SHP_ORD_0002844,ORD_0002844,2023-02-06,2023-02-09,2023-02-09,29,108.0,East
SHP_ORD_0002845,ORD_0002845,2023-02-07,2023-02-09,2023-02-09,19,88.0,East
SHP_ORD_0002846,ORD_0002846,2023-02-07,2023-02-09,2023-02-09,38,126.0,East
SHP_ORD_0002847,ORD_0002847,2023-02-06,2023-02-09,2023-02-09,10,70.0,East
SHP_ORD_0002848,ORD_0002848,2023-02-07,2023-02-09,2023-02-09,35,120.0,East
SHP_ORD_0002849,ORD_0002849,2023-02-07,2023-02-11,2023-02-11,24,98.0,East
SHP_ORD_0002850,ORD_0002850,2023-02-06,2023-02-08,2023-02-08,5,60.0,East
SHP_ORD_0002851,ORD_0002851,2023-02-06,2023-02-09,2023-02-09,27,104.0,East
SHP_ORD_0002852,ORD_0002852,2023-02-06,2023-02-10,2023-02-10,34,118.0,East
SHP_ORD_0002853,ORD_0002853,2023-02-07,2023-02-11,2023-02-11,48,146.0,East
SHP_ORD_0002854,ORD_0002854,2023-02-07,2023-02-10,2023-02-10,39,128.0,East
SHP_ORD_0002855,ORD_0002855,2023-02-06,2023-02-09,2023-02-09,51,152.0,East
SHP_ORD_0002856,ORD_0002856,2023-02-06,2023-02-11,2023-02-11,41,132.0,East
SHP_ORD_0002857,ORD_0002857,2023-02-07,2023-02-12,2023-02-12,29,108.0,East
SHP_ORD_0002858,ORD_0002858,2023-02-06,2023-02-09,2023-02-11,9,102.0,East
SHP_ORD_0002859,ORD_0002859,2023-02-06,2023-02-08,2023-02-08,34,118.0,East
SHP_ORD_0002860,ORD_0002860,2023-02-07,2023-02-12,2023-02-12,23,96.0,East
SHP_ORD_0002861,ORD_0002861,2023-02-07,2023-02-10,2023-02-10,17,84.0,West
SHP_ORD_0002862,ORD_0002862,2023-02-06,2023-02-08,2023-02-09,37,186.0,West
SHP_ORD_0002863,ORD_0002863,2023-02-07,2023-02-12,2023-02-12,32,114.0,West
SHP_ORD_0002864,ORD_0002864,2023-02-06,2023-02-09,2023-02-09,33,116.0,West
SHP_ORD_0002865,ORD_0002865,2023-02-06,2023-02-08,2023-02-08,35,120.0,West
SHP_ORD_0002866,ORD_0002866,2023-02-06,2023-02-09,2023-02-09,37,124.0,West
SHP_ORD_0002867,ORD_0002867,2023-02-07,2023-02-12,2023-02-12,15,80.0,West
SHP_ORD_0002868,ORD_0002868,2023-02-07,2023-02-09,2023-02-09,38,126.0,West
SHP_ORD_0002869,ORD_0002869,2023-02-07,2023-02-09,2023-02-09,13,76.0,West
SHP_ORD_0002870,ORD_0002870,2023-02-06,2023-02-08,2023-02-10,9,102.0,West
SHP_ORD_0002871,ORD_0002871,2023-02-07,2023-02-10,2023-02-13,29,162.0,West
SHP_ORD_0002872,ORD_0002872,2023-02-06,2023-02-08,2023-02-11,46,213.0,West
SHP_ORD_0002873,ORD_0002873,2023-02-06,2023-02-10,2023-02-12,31,168.0,West
SHP_ORD_0002874,ORD_0002874,2023-02-07,2023-02-09,2023-02-09,46,142.0,West
SHP_ORD_0002875,ORD_0002875,2023-02-06,2023-02-10,2023-02-12,42,201.0,West
SHP_ORD_0002876,ORD_0002876,2023-02-07,2023-02-12,2023-02-14,47,216.0,West
SHP_ORD_0002877,ORD_0002877,2023-02-06,2023-02-10,2023-02-10,26,102.0,West
SHP_ORD_0002878,ORD_0002878,2023-02-06,2023-02-11,2023-02-11,12,74.0,West
SHP_ORD_0002879,ORD_0002879,2023-02-06,2023-02-11,2023-02-11,47,144.0,West
SHP_ORD_0002880,ORD_0002880,2023-02-07,2023-02-12,2023-02-12,26,102.0,West
SHP_ORD_0002881,ORD_0002881,2023-02-08,2023-02-13,2023-02-13,7,64.0,North
SHP_ORD_0002882,ORD_0002882,2023-02-07,2023-02-12,2023-02-12,33,116.0,North
SHP_ORD_0002883,ORD_0002883,2023-02-08,2023-02-12,2023-02-12,33,116.0,North
SHP_ORD_0002884,ORD_0002884,2023-02-07,2023-02-12,2023-02-12,17,84.0,North
SHP_ORD_0002885,ORD_0002885,2023-02-08,2023-02-11,2023-02-11,24,98.0,North
SHP_ORD_0002886,ORD_0002886,2023-02-08,2023-02-10,2023-02-10,29,108.0,North
SHP_ORD_0002887,ORD_0002887,2023-02-08,2023-02-10,2023-02-10,10,70.0,North
SHP_ORD_0002888,ORD_0002888,2023-02-07,2023-02-12,2023-02-12,19,88.0,North
SHP_ORD_0002889,ORD_0002889,2023-02-07,2023-02-11,2023-02-11,14,78.0,North
SHP_ORD_0002890,ORD_0002890,2023-02-07,2023-02-12,2023-02-12,5,60.0,North
SHP_ORD_0002891,ORD_0002891,2023-02-08,2023-02-10,2023-02-10,18,86.0,North
SHP_ORD_0002892,ORD_0002892,2023-02-07,2023-02-11,2023-02-11,29,108.0,North
SHP_ORD_0002893,ORD_0002893,2023-02-07,2023-02-11,2023-02-11,22,94.0,North
SHP_ORD_0002894,ORD_0002894,2023-02-08,2023-02-12,2023-02-12,35,120.0,North
SHP_ORD_0002895,ORD_0002895,2023-02-07,2023-02-10,2023-02-10,24,98.0,North
SHP_ORD_0002896,ORD_0002896,2023-02-07,2023-02-09,2023-02-09,42,134.0,North
SHP_ORD_0002897,ORD_0002897,2023-02-07,2023-02-09,2023-02-09,25,100.0,North
SHP_ORD_0002898,ORD_0002898,2023-02-08,2023-02-12,2023-02-12,8,66.0,North
SHP_ORD_0002899,ORD_0002899,2023-02-07,2023-02-09,2023-02-09,33,116.0,North
SHP_ORD_0002900,ORD_0002900,2023-02-07,2023-02-12,2023-02-12,19,88.0,North
SHP_ORD_0002901,ORD_0002901,2023-02-07,2023-02-10,2023-02-10,6,62.0,South
SHP_ORD_0002902,ORD_0002902,2023-02-08,2023-02-11,2023-02-11,34,118.0,South
